LG	window	start	end	count	countHigh	countLow	Max	Min	PropHigh	PropLow	quantile_bin	index
228	202	20200633	20299619	201	121	0	3.26451	-0.0331486	0.601990049751244	0	3	19026
228	255	25501294	25599796	503	251	0	4.96617	-0.615516	0.499005964214712	0	9	19079
230	32	3200227	3299922	1224	1040	0	3.96748	0.454842	0.849673202614379	0	10	19279
230	33	3300132	3399992	616	473	0	4.9466	0.2948	0.767857142857143	0	10	19280
230	109	10901579	10993892	188	92	0	2.77788	-0.154224	0.48936170212766	0	3	19348
231	31	3100020	3198888	398	178	0	3.16109	0.534877	0.447236180904523	0	9	19475
231	117	11700082	11797293	361	260	0	3.944	-0.466137	0.7202216066482	0	8	19560
231	284	28400415	28499371	164	141	0	3.44088	1.3108	0.859756097560976	0	3	19727
192	448	44802169	44899957	557	0	451	-1.20255	-4.71735	0	0.809694793536804	10	448
192	449	44900534	44999853	596	0	307	0.391611	-5.01826	0	0.51510067114094	10	449
192	493	49300042	49398247	227	0	146	0.253453	-3.77573	0	0.643171806167401	5	493
192	588	58800274	58899997	275	0	141	0.459665	-4.12572	0	0.512727272727273	7	588
192	589	58900622	58999743	504	0	277	-1.03065	-4.42074	0	0.549603174603175	10	589
192	590	59000092	59099580	401	0	262	0.254632	-4.81301	0	0.653366583541147	9	590
192	593	59300238	59399957	385	0	179	-0.753561	-3.36275	0	0.464935064935065	9	593
192	594	59400116	59499926	391	0	210	-0.108239	-3.93114	0	0.537084398976982	9	594
192	595	59500019	59598964	324	0	183	-0.568538	-3.37588	0	0.564814814814815	8	595
192	597	59700220	59799302	190	0	165	-0.993778	-4.55436	0	0.868421052631579	4	597
192	598	59800407	59899947	247	0	195	-0.635232	-3.55448	0	0.789473684210526	6	598
192	721	72100108	72197408	233	0	104	-0.0895472	-3.48792	0	0.446351931330472	5	719
192	757	75709233	75799906	351	0	198	0.0535402	-2.86175	0	0.564102564102564	8	755
192	758	75800090	75898346	148	0	100	-0.281421	-4.91707	0	0.675675675675676	3	756
192	759	75909289	75999896	237	0	214	0.442295	-4.44759	0	0.90295358649789	5	757
192	760	76000019	76098664	117	0	99	-0.851077	-3.87402	0	0.846153846153846	2	758
192	791	79100322	79199684	201	0	139	-1.32908	-3.55351	0	0.691542288557214	4	789
193	166	16600293	16699882	421	0	331	-0.888713	-3.88009	0	0.786223277909739	9	1155
194	143	14300256	14398047	275	0	230	-0.649561	-4.46039	0	0.836363636363636	6	1544
194	359	35900362	35999989	549	0	266	0.315795	-3.83448	0	0.484517304189435	10	1760
195	236	23600049	23698934	240	0	147	-0.520705	-3.88057	0	0.6125	6	2097
195	237	23700390	23799123	226	0	128	0.52328	-4.08792	0	0.566371681415929	6	2098
196	51	5100226	5199929	297	0	147	0.428225	-4.23685	0	0.494949494949495	6	2158
197	86	8600209	8699685	143	0	68	-0.693886	-3.54065	0	0.475524475524476	2	2658
197	408	40804957	40899350	261	0	136	0.741492	-3.60828	0	0.521072796934866	6	2979
198	28	2802925	2899714	122	0	65	0.31586	-3.45403	0	0.532786885245902	2	3134
198	29	2900397	2999487	335	0	208	0.974129	-5.42007	0	0.62089552238806	9	3135
198	56	5602837	5699918	377	0	245	-0.332799	-5.41966	0	0.649867374005305	10	3161
198	511	51101034	51198910	582	29	287	2.71927	-4.6711	0.0498281786941581	0.493127147766323	10	3615
198	537	53702042	53798772	150	0	84	-0.360419	-2.95357	0	0.56	3	3641
198	676	67600678	67699803	158	0	110	-0.905115	-3.29035	0	0.69620253164557	3	3780
198	678	67801050	67899990	218	0	136	-0.218313	-4.04715	0	0.623853211009174	6	3782
198	679	67900181	67999147	213	0	117	-0.434762	-3.71775	0	0.549295774647887	6	3783
198	680	68000576	68095695	244	0	121	-0.931742	-3.88319	0	0.495901639344262	7	3784
198	714	71400954	71499767	264	0	198	-0.354218	-3.76231	0	0.75	7	3816
198	715	71500308	71599978	368	0	317	-0.112574	-3.93799	0	0.861413043478261	9	3817
198	742	74200258	74299882	253	0	128	-0.0187098	-3.89932	0	0.505928853754941	7	3841
199	67	6700145	6768543	314	0	204	-0.506318	-4.1078	0	0.64968152866242	7	3923
199	636	63600666	63697744	240	0	114	1.39661	-3.75663	0	0.475	5	4487
199	637	63701040	63793913	109	0	58	-0.107514	-2.88098	0	0.532110091743119	1	4488
200	37	3700102	3799685	135	0	50	-0.0106989	-3.56099	0	0.37037037037037	2	4557
200	38	3801379	3899730	117	0	81	-0.243457	-3.57119	0	0.692307692307692	1	4558
200	40	4008848	4093922	102	0	62	-1.0405	-3.00046	0	0.607843137254902	1	4560
200	41	4101137	4193579	114	0	62	-0.363776	-2.88233	0	0.543859649122807	1	4561
200	76	7600308	7699616	158	0	110	-0.564896	-4.37175	0	0.69620253164557	2	4596
200	77	7700165	7795010	158	0	147	-1.40676	-3.96411	0	0.930379746835443	2	4597
200	82	8204973	8299935	355	0	212	-0.326869	-3.08392	0	0.597183098591549	8	4602
200	83	8300186	8397705	223	0	96	-0.4544	-3.43504	0	0.430493273542601	5	4603
200	103	10301673	10398406	211	0	95	0.621121	-4.03891	0	0.450236966824645	4	4623
201	225	22500546	22599481	532	0	310	-0.470226	-3.93675	0	0.582706766917293	10	5310
201	293	29300193	29399985	175	0	68	0.502668	-3.47831	0	0.388571428571429	2	5378
202	52	5200241	5299743	230	0	175	-0.066325	-3.91198	0	0.760869565217391	4	5786
202	118	11800021	11893927	193	0	93	-0.591855	-3.6642	0	0.481865284974093	3	5852
202	417	41700234	41799894	302	0	160	-0.0443215	-3.60945	0	0.529801324503311	7	6151
202	418	41800309	41899351	538	0	270	-0.0179624	-3.84816	0	0.50185873605948	10	6152
203	119	11900519	11999738	375	0	278	0.204493	-3.83726	0	0.741333333333333	8	6389
203	217	21700156	21799498	356	0	214	0.963312	-4.49415	0	0.601123595505618	8	6487
203	231	23101438	23199623	225	0	103	0.830149	-4.61698	0	0.457777777777778	4	6501
203	288	28800676	28899166	221	0	141	-0.551735	-3.81664	0	0.638009049773756	4	6558
203	289	28900080	28998869	220	0	200	-1.52255	-4.33813	0	0.909090909090909	4	6559
203	542	54201254	54299543	214	0	135	-1.3286	-2.82364	0	0.630841121495327	4	6812
203	543	54300005	54399974	170	0	123	-1.5698	-3.7118	0	0.723529411764706	2	6813
204	564	56401096	56498873	296	0	237	-0.739853	-3.94265	0	0.800675675675676	7	7462
204	571	57100843	57199473	149	0	119	-1.52691	-4.37642	0	0.798657718120805	1	7469
205	138	13800247	13894403	281	0	154	1.43586	-4.57626	0	0.548042704626335	5	7615
205	258	25800005	25899897	180	0	76	0.638717	-3.02629	0	0.422222222222222	2	7735
205	272	27200828	27288803	111	0	61	-0.521573	-3.48821	0	0.54954954954955	1	7749
205	393	39300303	39394487	400	0	269	-0.733172	-3.60383	0	0.6725	8	7870
205	394	39401197	39499891	178	0	69	-0.0698823	-2.73027	0	0.387640449438202	2	7871
205	467	46700280	46799411	262	0	200	-0.60239	-4.01646	0	0.763358778625954	4	7944
205	472	47200396	47299422	272	0	119	-0.216512	-3.77173	0	0.4375	5	7949
206	34	3400273	3499761	367	0	167	-0.0306944	-3.05206	0	0.455040871934605	9	7984
206	55	5500126	5596107	182	0	82	0.142692	-3.67468	0	0.450549450549451	3	8005
206	346	34600058	34699488	420	0	209	-0.460594	-3.7582	0	0.497619047619048	9	8290
206	358	35800024	35897962	157	0	84	-0.300967	-3.52471	0	0.535031847133758	3	8302
206	374	37400669	37499407	349	0	251	0.0443267	-4.31549	0	0.71919770773639	8	8318
206	662	66200060	66299990	353	0	211	-0.024664	-3.83573	0	0.597733711048159	8	8600
206	664	66400090	66499062	276	0	214	-0.805064	-4.04011	0	0.77536231884058	6	8602
207	495	49500064	49597560	300	0	240	0.290366	-4.43547	0	0.8	7	9100
207	565	56500159	56599974	362	0	178	0.37599	-4.77913	0	0.49171270718232	9	9170
208	216	21600267	21695282	254	0	120	0.0995697	-3.19309	0	0.47244094488189	7	9424
208	235	23501163	23599932	214	0	161	-0.816828	-3.36702	0	0.752336448598131	5	9443
208	236	23600059	23699273	248	0	172	-0.638647	-3.17843	0	0.693548387096774	6	9444
208	343	34319366	34399760	102	0	57	-0.701686	-2.61429	0	0.558823529411765	1	9551
208	351	35100968	35199428	195	0	155	-0.838309	-3.56407	0	0.794871794871795	5	9559
208	352	35201891	35299856	315	0	310	-1.11107	-6.1757	0	0.984126984126984	8	9560
208	353	35300633	35399755	296	0	234	-1.32415	-3.915	0	0.790540540540541	8	9561
208	354	35402030	35499547	369	0	363	-1.81467	-4.55303	0	0.983739837398374	9	9562
208	355	35500015	35599933	501	0	297	-0.0232523	-4.44858	0	0.592814371257485	10	9563
209	102	10200009	10299988	771	0	377	0.044357	-4.04696	0	0.488975356679637	10	10051
209	253	25300665	25399946	269	0	136	1.62385	-4.63069	0	0.505576208178439	6	10202
209	519	51900300	51998326	207	0	146	0.073674	-3.48369	0	0.705314009661836	4	10468
209	520	52000231	52099749	170	0	127	-0.48514	-4.05234	0	0.747058823529412	3	10469
209	542	54201015	54292778	242	0	148	0.689186	-4.37944	0	0.611570247933884	5	10491
210	161	16104770	16199866	385	0	247	-0.126937	-4.89229	0	0.641558441558442	8	10691
210	217	21700244	21799965	887	0	698	0.841551	-4.4405	0	0.786922209695603	10	10747
210	223	22300433	22399769	387	0	208	-0.210914	-3.88448	0	0.537467700258398	8	10753
210	255	25500321	25596245	235	0	145	-0.296528	-4.19716	0	0.617021276595745	5	10785
210	256	25602263	25699919	201	0	104	-0.921612	-4.28176	0	0.517412935323383	4	10786
210	291	29100106	29199783	320	0	191	0.541153	-3.35634	0	0.596875	7	10821
210	292	29200094	29299982	271	0	161	-0.0165731	-3.90385	0	0.59409594095941	6	10822
210	331	33101222	33199910	242	0	112	0.521323	-3.36342	0	0.462809917355372	5	10861
210	332	33200123	33299740	331	0	174	1.41078	-4.17421	0	0.525679758308157	7	10862
211	132	13200690	13297504	150	1	87	2.36525	-3.95841	0.00666666666666667	0.58	3	11247
211	304	30400262	30499936	152	0	83	-0.180536	-3.18764	0	0.546052631578947	3	11419
211	305	30500136	30599597	182	0	118	0.218915	-4.05286	0	0.648351648351648	4	11420
211	336	33600280	33698740	188	0	90	-0.300556	-3.29333	0	0.478723404255319	4	11451
211	383	38300213	38399790	293	0	200	0.234549	-5.2294	0	0.68259385665529	8	11498
211	478	47801913	47899076	244	0	146	0.601658	-4.23957	0	0.598360655737705	6	11593
212	181	18100001	18198697	118	0	55	-0.205048	-3.23043	0	0.466101694915254	1	11948
212	542	54200016	54293993	426	0	287	1.25366	-4.86256	0	0.673708920187793	9	12306
213	35	3521446	3595546	90	0	66	0.0915362	-3.25137	0	0.733333333333333	9	12379
214	278	27801753	27898778	239	0	172	-0.699513	-4.03284	0	0.719665271966527	4	12667
214	355	35500229	35599948	196	0	147	-1.25659	-5.12587	0	0.75	3	12739
214	357	35700128	35799446	218	0	170	-0.884904	-4.00972	0	0.779816513761468	4	12741
214	378	37801650	37899323	101	0	60	-1.03879	-3.63052	0	0.594059405940594	1	12762
214	434	43403548	43499705	131	0	97	-0.386066	-5.1153	0	0.740458015267176	1	12818
214	581	58100432	58198970	124	0	94	0.645439	-3.88418	0	0.758064516129032	1	12965
214	582	58200443	58299673	305	6	222	2.3361	-6.10293	0.019672131147541	0.727868852459016	6	12966
215	38	3800501	3899485	242	0	133	-0.549142	-3.97083	0	0.549586776859504	5	13029
215	40	4001114	4094216	91	0	48	0.433843	-3.29085	0	0.527472527472527	1	13031
215	99	9904622	9999751	249	0	138	-0.243986	-4.86037	0	0.55421686746988	6	13090
215	196	19600300	19697957	186	0	142	-1.14603	-3.92939	0	0.763440860215054	3	13187
215	198	19808428	19899740	176	0	145	-0.606037	-3.53378	0	0.823863636363636	3	13189
