LG	window	start	end	count	countHigh	countLow	Max	Min	PropHigh	PropLow	quantile_bin	index
199	57	5701423	5799873	523	344	0	4.41959	-0.892871	0.65774378585086	0	10	3913
199	89	8901543	8998317	229	112	0	4.60313	-0.156562	0.489082969432314	0	5	3944
199	240	24000175	24097558	279	154	0	3.13778	-1.30315	0.551971326164875	0	6	4093
199	260	26000015	26097784	175	122	0	3.54386	1.33548	0.697142857142857	0	3	4113
199	261	26102148	26199888	124	68	0	2.90944	0.935744	0.548387096774194	0	2	4114
199	262	26200018	26299982	183	92	0	2.99042	0.157184	0.502732240437158	0	4	4115
199	263	26300224	26399636	223	164	0	3.40017	1.02706	0.73542600896861	0	5	4116
199	346	34600060	34699984	257	188	0	3.20724	0.984418	0.731517509727626	0	5	4198
199	381	38100929	38195451	223	89	0	2.72137	0.67147	0.399103139013453	0	5	4233
199	382	38201157	38299814	313	175	0	4.6262	0.389671	0.559105431309904	0	7	4234
199	504	50405801	50499872	330	212	0	3.79663	0.341296	0.642424242424242	0	7	4356
200	68	6801074	6896068	308	206	0	3.76121	0.908545	0.668831168831169	0	8	4588
200	69	6900865	6991571	380	215	0	3.68224	0.220552	0.56578947368421	0	9	4589
200	84	8401124	8498427	283	171	0	3.16807	1.08909	0.604240282685512	0	7	4604
200	86	8600871	8699789	172	101	0	3.51973	0.991606	0.587209302325581	0	3	4606
200	96	9600109	9699810	291	284	0	5.2539	1.20946	0.97594501718213	0	7	4616
200	97	9700100	9799981	301	250	0	5.11785	1.05972	0.830564784053156	0	7	4617
200	98	9800092	9898341	334	169	0	3.8297	0.184928	0.505988023952096	0	8	4618
200	374	37401456	37494899	156	66	0	3.05285	0.429707	0.423076923076923	0	2	4887
201	116	11600825	11699236	169	61	0	3.21126	0.0954866	0.36094674556213	0	2	5201
201	439	43900014	43999975	583	327	0	2.94166	-0.470225	0.560891938250429	0	10	5524
201	465	46500164	46599201	328	192	0	2.80153	0.704484	0.585365853658537	0	6	5550
201	508	50800025	50899906	604	350	0	4.09041	-0.642392	0.579470198675497	0	10	5593
202	135	13501798	13599749	107	62	0	2.76163	0.808712	0.579439252336449	0	1	5869
202	161	16100804	16199923	200	136	0	4.19931	-0.333321	0.68	0	3	5895
202	162	16200007	16298352	267	221	0	4.3457	1.06735	0.827715355805243	0	5	5896
202	163	16301808	16397205	287	261	0	4.0971	1.81278	0.909407665505226	0	6	5897
202	164	16401469	16499888	299	266	0	3.94913	1.25268	0.889632107023411	0	6	5898
202	165	16500507	16599601	250	105	0	3.38952	0.245627	0.42	0	5	5899
202	255	25500129	25599990	497	255	0	3.49919	-0.805341	0.51307847082495	0	10	5989
202	268	26801101	26899663	193	112	0	3.85641	-0.000971869	0.580310880829015	0	3	6002
202	269	26900080	26999521	217	134	0	3.10811	0.677438	0.617511520737327	0	4	6003
203	263	26302954	26399517	186	112	0	3.39113	0.90213	0.602150537634409	0	3	6533
203	264	26400006	26499920	150	101	0	3.37699	0.72732	0.673333333333333	0	2	6534
203	265	26500246	26599890	182	140	0	3.93833	1.24363	0.769230769230769	0	3	6535
203	279	27900535	27999852	466	386	0	3.77952	1.07828	0.828326180257511	0	10	6549
203	283	28300041	28399517	404	185	0	3.83208	-0.704637	0.457920792079208	0	9	6553
203	294	29400027	29497142	442	218	0	3.8778	0.565746	0.493212669683258	0	9	6564
203	296	29600105	29699655	134	63	0	3.51181	0.241827	0.470149253731343	0	1	6566
203	297	29701006	29799121	285	140	0	4.10251	0.467414	0.491228070175439	0	6	6567
203	304	30401569	30498142	150	54	0	3.25911	-0.882016	0.36	0	2	6574
203	306	30604974	30694831	222	141	0	3.78768	0.0766995	0.635135135135135	0	4	6576
203	510	51000719	51099966	183	94	0	3.33767	0.089991	0.513661202185792	0	3	6780
204	257	25700157	25799766	298	206	0	4.23755	0.784765	0.691275167785235	0	7	7155
204	577	57700519	57798975	161	68	0	3.42651	-1.09484	0.422360248447205	0	2	7475
205	289	28900699	28998306	288	120	0	2.48075	0.490852	0.416666666666667	0	5	7766
205	431	43102584	43195062	183	65	0	3.03535	-0.255049	0.355191256830601	0	2	7908
206	3	300713	306838	31	14	0	2.45151	0.219078	0.451612903225806	0	1	7953
206	211	21100290	21199957	202	137	0	4.12023	0.409596	0.678217821782178	0	4	8158
206	212	21201173	21296504	232	168	0	3.8937	-0.291842	0.724137931034483	0	5	8159
206	461	46100227	46199740	206	104	0	3.27487	0.178938	0.504854368932039	0	4	8405
206	540	54000011	54099979	224	84	0	2.62513	0.530889	0.375	0	5	8484
207	169	16900079	16999749	355	219	0	3.03323	0.999663	0.616901408450704	0	8	8774
207	493	49300140	49399007	426	202	0	2.9285	-0.242279	0.474178403755869	0	9	9098
207	585	58500040	58599868	506	409	0	4.51488	0.362612	0.808300395256917	0	10	9190
208	462	46200317	46298321	395	309	0	4.59365	0.731589	0.782278481012658	0	10	9670
208	512	51200031	51299658	249	153	0	3.79107	-0.701691	0.614457831325301	0	7	9720
208	585	58535932	58599172	181	175	0	6.92165	1.61439	0.966850828729282	0	4	9793
208	586	58604515	58698710	179	166	0	4.31054	1.13942	0.927374301675978	0	4	9794
208	587	58700136	58797212	204	151	0	3.11509	1.28043	0.740196078431373	0	5	9795
208	588	58800692	58894944	143	120	0	4.13045	1.31681	0.839160839160839	0	3	9796
208	589	58903594	58982557	139	139	0	6.19212	2.54877	1	0	3	9797
208	590	59002118	59096419	61	61	0	4.43425	2.71733	1	0	1	9798
208	591	59111477	59145984	52	52	0	4.20042	3.08162	1	0	1	9799
208	592	59200885	59298917	29	23	0	3.07213	1.49466	0.793103448275862	0	1	9800
208	593	59302846	59394524	65	65	0	3.73497	2.14019	1	0	1	9801
208	594	59400094	59497489	91	91	0	4.54062	2.87456	1	0	1	9802
208	595	59501013	59574943	54	54	0	4.1457	2.65803	1	0	1	9803
208	596	59615112	59682538	100	99	0	4.79058	1.72659	0.99	0	1	9804
208	674	67401491	67499016	507	347	0	3.6642	-0.273687	0.684418145956608	0	10	9882
209	108	10800179	10899597	788	728	0	4.39663	0.985343	0.923857868020305	0	10	10057
209	109	10900110	10999812	390	294	0	4.31196	0.841698	0.753846153846154	0	8	10058
209	235	23503516	23599930	502	254	0	3.36567	-0.251702	0.50597609561753	0	10	10184
209	242	24201006	24299021	205	133	0	3.93413	-0.0338791	0.648780487804878	0	4	10191
209	374	37405421	37497908	313	203	0	3.33578	0.00768616	0.648562300319489	0	7	10323
209	405	40500814	40599524	343	171	0	3.43919	-0.537608	0.498542274052478	0	7	10354
209	462	46202081	46299416	269	147	0	4.24307	-0.292326	0.546468401486989	0	6	10411
210	9	900088	999985	100	65	0	3.23391	1.13306	0.65	0	1	10539
210	339	33900150	33988716	453	370	0	3.63396	0.0929878	0.816777041942605	0	9	10869
210	429	42900482	42999726	221	171	0	3.62023	1.13396	0.773755656108597	0	4	10959
210	431	43102320	43197558	366	177	0	2.70906	-0.202658	0.483606557377049	0	8	10961
211	151	15100055	15199669	310	190	0	3.46171	0.11237	0.612903225806452	0	8	11266
211	153	15300373	15399800	327	225	0	3.57446	0.785244	0.688073394495413	0	8	11268
211	330	33002298	33099815	181	172	0	3.25886	1.66377	0.950276243093923	0	4	11445
211	573	57300243	57398702	156	116	0	3.30064	0.575411	0.743589743589744	0	3	11688
212	256	25600138	25698448	389	193	0	3.4599	-1.92508	0.496143958868895	0	9	12023
212	506	50600363	50698344	140	140	0	4.00114	2.22341	1	0	2	12270
212	507	50700413	50798476	202	178	0	4.12064	1.03841	0.881188118811881	0	4	12271
212	508	50800241	50899505	197	148	0	3.53403	1.00106	0.751269035532995	0	3	12272
212	509	50901933	50997616	216	117	0	3.87816	0.480748	0.541666666666667	0	4	12273
214	35	3500822	3599946	176	101	0	3.07443	-1.69571	0.573863636363636	0	3	12423
214	73	7300184	7399239	355	164	0	3.89509	-1.60349	0.461971830985915	0	8	12461
214	74	7400723	7499680	415	228	0	4.29345	-0.255876	0.549397590361446	0	9	12462
214	169	16900135	16999888	346	177	0	4.36521	0.196919	0.511560693641618	0	7	12557
214	319	31909446	31990943	372	233	0	3.40087	0.216541	0.626344086021505	0	8	12707
214	464	46402297	46499928	225	127	0	4.01683	0.132293	0.564444444444444	0	4	12847
214	550	55000110	55097112	286	201	14	4.52521	-2.45448	0.702797202797203	0.048951048951049	6	12933
214	573	57301373	57398749	312	149	0	3.16521	-0.311561	0.477564102564103	0	6	12956
215	354	35401057	35499142	384	206	0	4.16835	-0.487856	0.536458333333333	0	9	13345
215	369	36900058	36999732	362	180	0	3.9129	-0.0320422	0.497237569060773	0	8	13360
216	113	11300612	11393578	167	133	0	4.0916	0.874543	0.796407185628742	0	3	13722
216	166	16601282	16699552	224	89	0	3.11136	-0.0330306	0.397321428571429	0	5	13775
217	124	12402475	12497973	293	130	0	3.31416	0.0525766	0.443686006825939	0	6	14106
217	151	15100326	15199966	487	248	0	4.32946	-0.435578	0.509240246406571	0	9	14133
217	159	15900809	15999892	383	279	0	3.72292	0.98366	0.72845953002611	0	8	14141
217	222	22200224	22299981	225	123	0	2.86357	-0.195273	0.546666666666667	0	4	14204
217	223	22300047	22399887	243	135	0	3.10596	0.747135	0.555555555555556	0	4	14205
217	224	22400160	22499952	264	140	0	3.21064	0.822052	0.53030303030303	0	5	14206
218	154	15400105	15492269	358	187	0	4.09139	0.431546	0.522346368715084	0	7	14655
218	155	15510193	15597548	568	477	0	4.61102	0.395464	0.839788732394366	0	10	14656
218	232	23200092	23299643	107	66	0	4.27578	1.09249	0.616822429906542	0	1	14733
218	235	23502941	23599822	405	206	0	2.82011	0.0943034	0.508641975308642	0	8	14736
218	249	24900249	24996809	294	120	0	3.60531	0.0329751	0.408163265306122	0	5	14750
219	4	401231	499503	170	115	0	3.01009	0.621109	0.676470588235294	0	5	15027
219	5	500559	597888	119	114	0	3.6483	1.1501	0.957983193277311	0	3	15028
219	321	32100101	32193919	716	598	0	3.85147	0.464274	0.835195530726257	0	10	15335
220	38	3800354	3899758	456	352	0	5.03762	0.924976	0.771929824561403	0	9	15412
220	287	28701690	28799925	523	377	0	3.76326	-0.0423017	0.720841300191205	0	10	15661
220	359	35905939	35997771	98	65	0	3.54577	0.564557	0.663265306122449	0	1	15733
221	313	31300358	31397371	154	108	0	4.10597	0.741751	0.701298701298701	0	3	16345
221	375	37500319	37576603	246	134	0	3.36044	-0.71796	0.544715447154472	0	6	16407
221	483	48300829	48399988	530	377	0	4.5861	-0.0492427	0.711320754716981	0	10	16515
221	484	48400128	48483916	476	415	0	3.15337	0.440031	0.871848739495798	0	10	16516
222	143	14300411	14399932	279	158	0	3.1413	0.262004	0.566308243727599	0	6	16714
222	144	14400261	14499139	202	106	0	3.40223	1.2196	0.524752475247525	0	4	16715
222	148	14800088	14899581	174	135	0	2.7522	1.37225	0.775862068965517	0	3	16719
222	149	14901045	14996901	154	136	0	2.77356	0.958976	0.883116883116883	0	2	16720
222	180	18004195	18098153	148	110	0	3.8631	1.11664	0.743243243243243	0	2	16751
222	196	19602457	19699954	155	86	5	3.09026	-3.04549	0.554838709677419	0.032258064516129	2	16767
222	276	27605061	27699605	249	138	0	3.58674	0.55667	0.55421686746988	0	6	16847
222	300	30001345	30099929	156	57	0	2.76406	0.139715	0.365384615384615	0	2	16871
222	323	32300009	32394317	316	209	0	3.0996	0.62887	0.661392405063291	0	7	16894
224	149	14900071	14999894	331	194	0	3.00276	0.591629	0.586102719033233	0	7	17251
224	271	27100716	27196405	307	132	0	2.96003	0.0536479	0.429967426710098	0	6	17373
225	212	21200520	21298618	358	219	0	3.59753	0.142892	0.611731843575419	0	7	17743
225	251	25100049	25199185	236	200	0	4.23886	0.842111	0.847457627118644	0	4	17782
226	1	101894	198103	278	140	0	3.4673	-0.357284	0.503597122302158	0	7	17987
227	292	29201001	29299714	271	127	0	6.33352	-0.377136	0.468634686346863	0	5	18692
227	296	29600365	29699700	302	185	0	3.39652	0.661004	0.612582781456954	0	6	18696
228	251	25100777	25199932	222	125	0	3.51583	0.217061	0.563063063063063	0	4	19075
228	254	25400832	25499584	286	163	0	3.30377	0.510741	0.56993006993007	0	6	19078
228	255	25501294	25599796	503	312	0	3.8942	0.595844	0.620278330019881	0	9	19079
228	258	25800028	25898957	426	221	0	3.18561	0.554989	0.518779342723005	0	9	19082
228	330	33000891	33099567	170	166	0	3.18797	1.63615	0.976470588235294	0	2	19154
230	106	10603837	10696041	63	44	0	3.98881	0.707037	0.698412698412698	0	1	19345
231	296	29600785	29698064	141	59	0	2.79463	0.0331699	0.418439716312057	0	2	19739
192	214	21400428	21499705	135	0	135	-2.54824	-4.21625	0	1	2	214
192	215	21500020	21599624	118	0	105	-1.54469	-4.32323	0	0.889830508474576	2	215
192	318	31800444	31899662	319	0	233	-1.54887	-3.05436	0	0.730407523510972	8	318
192	558	55801901	55899920	345	0	224	-0.719162	-3.58281	0	0.64927536231884	8	558
192	818	81800348	81899772	218	0	185	-1.54108	-3.3654	0	0.848623853211009	5	816
192	821	82100339	82198946	282	0	158	-1.33485	-3.16165	0	0.560283687943262	7	819
192	822	82200315	82298899	195	0	158	-1.2037	-3.08774	0	0.81025641025641	4	820
192	825	82505749	82598730	125	0	105	-1.3372	-3.28644	0	0.84	2	823
192	826	82601617	82699615	126	0	117	-1.68781	-3.10738	0	0.928571428571429	2	824
192	827	82700407	82798838	210	0	209	-1.9113	-4.25164	0	0.995238095238095	5	825
192	828	82800394	82899883	231	0	216	-1.833	-4.22778	0	0.935064935064935	5	826
192	829	82900368	82999864	135	0	118	-0.886346	-3.4912	0	0.874074074074074	2	827
192	830	83001656	83099630	109	0	106	-1.94244	-4.67921	0	0.972477064220184	2	828
192	831	83100849	83198004	143	0	143	-2.48841	-4.4666	0	1	2	829
192	832	83201044	83298937	161	0	149	-1.41888	-4.01387	0	0.925465838509317	3	830
192	834	83400238	83499614	182	0	152	-0.926072	-4.15811	0	0.835164835164835	4	832
192	835	83500058	83599621	252	0	169	-1.2714	-3.87698	0	0.670634920634921	6	833
193	129	12900106	12999220	289	0	222	-1.25534	-6.01916	0	0.768166089965398	6	1118
193	166	16600293	16699882	421	0	264	-0.210945	-3.80981	0	0.6270783847981	9	1155
195	154	15400500	15499854	345	0	280	-0.944485	-4.66502	0	0.811594202898551	9	2018
196	59	5900701	5999764	302	0	224	-0.154178	-3.96485	0	0.741721854304636	7	2166
196	60	6000055	6099757	290	0	201	-0.850116	-3.77526	0	0.693103448275862	6	2167
196	464	46402284	46464111	51	0	49	-1.52907	-3.66856	0	0.96078431372549	1	2570
196	466	46602796	46642589	35	0	35	-2.04049	-3.49103	0	1	1	2572
197	0	63291	99963	69	0	68	-1.98251	-3.64334	0	0.985507246376812	1	2573
197	22	2200253	2299674	422	0	254	-0.0471247	-4.98328	0	0.601895734597156	10	2595
198	59	5903531	5991128	238	0	204	-1.1907	-4.34906	0	0.857142857142857	7	3164
198	135	13500562	13597314	276	0	189	-0.546006	-3.37977	0	0.684782608695652	8	3239
198	136	13600275	13697011	255	0	142	0.336011	-3.95207	0	0.556862745098039	7	3240
198	147	14700084	14799790	450	0	296	-0.748683	-3.53416	0	0.657777777777778	10	3251
198	742	74200258	74299882	253	0	130	-0.259548	-4.05754	0	0.513833992094862	7	3841
199	304	30400234	30499048	326	0	294	-0.438226	-4.91321	0	0.901840490797546	7	4157
199	305	30500144	30599582	153	0	132	-1.59756	-4.56709	0	0.862745098039216	3	4158
199	321	32100173	32199532	468	0	318	-0.329149	-3.43406	0	0.67948717948718	10	4173
199	398	39800028	39898313	297	0	190	-0.627819	-3.69336	0	0.63973063973064	6	4250
199	476	47600290	47698970	297	0	248	-0.838429	-3.64485	0	0.835016835016835	6	4328
199	477	47702406	47799927	334	0	305	-1.40551	-4.01719	0	0.913173652694611	7	4329
199	576	57600120	57699608	470	0	287	-0.425369	-3.55541	0	0.61063829787234	10	4427
199	651	65100398	65179640	76	0	73	0.114925	-3.96201	0	0.960526315789474	1	4502
200	396	39601589	39699586	385	0	253	-0.369533	-3.87191	0	0.657142857142857	9	4909
201	144	14412658	14499928	249	0	195	-0.545875	-3.20918	0	0.783132530120482	4	5229
201	151	15100076	15199853	468	0	331	-1.14351	-3.6717	0	0.707264957264957	9	5236
201	152	15200471	15299964	404	0	323	-0.480469	-3.6774	0	0.79950495049505	8	5237
201	203	20302900	20399881	493	0	326	-0.499343	-3.8446	0	0.661257606490872	9	5288
201	204	20400133	20499445	638	0	581	-1.00004	-5.32139	0	0.910658307210031	10	5289
202	116	11602612	11699960	191	0	149	-0.989557	-3.21571	0	0.780104712041885	3	5850
202	117	11700688	11799850	258	0	183	-0.893615	-3.17145	0	0.709302325581395	5	5851
202	118	11800021	11893927	193	0	159	-1.3498	-3.37095	0	0.823834196891192	3	5852
202	119	11904710	11999529	162	0	159	-1.75715	-3.46423	0	0.981481481481482	2	5853
202	120	12001850	12099707	207	0	154	-0.894659	-3.72216	0	0.743961352657005	3	5854
202	418	41800309	41899351	538	0	344	0.103373	-3.64381	0	0.639405204460966	10	6152
203	408	40800464	40899895	235	0	183	-1.00101	-4.71574	0	0.778723404255319	4	6678
203	409	40900069	40999650	296	0	224	-0.300788	-4.5329	0	0.756756756756757	6	6679
203	542	54201254	54299543	214	0	186	-1.85611	-3.88048	0	0.869158878504673	4	6812
203	543	54300005	54399974	170	0	146	-1.27215	-3.96414	0	0.858823529411765	2	6813
204	441	44100020	44199101	206	0	206	-2.28251	-4.89533	0	1	4	7339
204	558	55800505	55899792	187	0	145	-0.822809	-4.13179	0	0.775401069518717	3	7456
204	559	55900052	55999474	211	0	164	-0.796913	-4.77915	0	0.777251184834123	4	7457
204	563	56300281	56399224	212	0	201	-1.52767	-4.6254	0	0.94811320754717	4	7461
204	564	56401096	56498873	296	0	248	-0.800226	-4.64022	0	0.837837837837838	7	7462
205	466	46600119	46699965	267	0	216	-0.459096	-5.01134	0	0.808988764044944	5	7943
205	467	46700280	46799411	262	0	262	-2.7324	-4.76014	0	1	4	7944
205	468	46800272	46899950	411	0	411	-2.13739	-5.95637	0	1	8	7945
205	469	46900372	46999167	245	0	243	-1.81133	-5.30101	0	0.991836734693878	4	7946
205	470	47000512	47099950	278	0	245	-0.194706	-4.52479	0	0.881294964028777	5	7947
205	471	47100127	47199994	231	0	173	-1.104	-3.71035	0	0.748917748917749	3	7948
206	52	5200141	5298600	174	0	135	-0.437272	-3.84953	0	0.775862068965517	3	8002
206	53	5300406	5399847	213	0	210	-1.50842	-4.75308	0	0.985915492957746	4	8003
206	54	5400334	5499574	185	0	185	-3.4017	-4.93685	0	1	3	8004
206	55	5500126	5596107	182	0	174	-1.52837	-5.02423	0	0.956043956043956	3	8005
206	288	28802330	28899855	257	0	163	-0.649501	-3.61799	0	0.634241245136187	6	8234
206	435	43500411	43599514	307	0	164	-0.0412	-3.11528	0	0.534201954397394	7	8379
207	156	15600880	15698825	224	0	170	-0.75296	-3.6904	0	0.758928571428571	5	8761
207	330	33000321	33099952	218	0	150	-0.754932	-3.06189	0	0.688073394495413	5	8935
207	363	36300010	36399974	222	0	197	-0.198368	-5.92799	0	0.887387387387387	5	8968
207	364	36400385	36499814	266	0	248	-1.2679	-4.11206	0	0.932330827067669	6	8969
207	365	36501979	36599558	261	0	231	-0.707849	-4.56645	0	0.885057471264368	6	8970
207	414	41400666	41499137	167	0	140	-1.29169	-4.19668	0	0.838323353293413	3	9019
207	415	41501746	41599763	264	0	185	0.336792	-3.93734	0	0.700757575757576	6	9020
207	417	41700901	41772277	154	0	136	-1.00069	-3.14657	0	0.883116883116883	2	9022
207	419	41900072	41998848	126	0	109	-1.07376	-3.52897	0	0.865079365079365	1	9024
207	565	56500159	56599974	362	0	210	1.15021	-5.0384	0	0.580110497237569	9	9170
208	352	35201891	35299856	315	0	219	-0.234267	-4.19013	0	0.695238095238095	8	9560
208	354	35402030	35499547	369	0	291	-1.4568	-3.91873	0	0.788617886178862	9	9562
208	360	36000178	36098248	310	0	233	-0.133824	-4.00761	0	0.751612903225806	8	9568
208	363	36301849	36399751	349	0	239	-1.00444	-3.56329	0	0.684813753581662	9	9571
208	407	40700231	40799820	480	0	289	-0.655683	-4.89062	0	0.602083333333333	10	9615
208	505	50500186	50599816	307	0	223	-1.23001	-4.94283	0	0.726384364820847	8	9713
209	16	1600480	1698670	273	0	171	-0.70152	-3.55112	0	0.626373626373626	6	9966
209	407	40700570	40799851	330	0	267	0.773882	-3.879	0	0.809090909090909	7	10356
209	520	52000231	52099749	170	0	146	-1.49879	-3.66775	0	0.858823529411765	3	10469
209	575	57501653	57598708	236	0	175	-0.916454	-3.16527	0	0.741525423728814	5	10523
210	235	23500080	23599864	149	0	127	-0.347535	-3.85508	0	0.852348993288591	2	10765
210	255	25500321	25596245	235	0	157	-0.0261395	-3.24759	0	0.668085106382979	5	10785
210	256	25602263	25699919	201	0	182	-0.453157	-3.69769	0	0.90547263681592	4	10786
210	354	35400237	35499248	659	0	518	0.102368	-3.26385	0	0.786039453717754	10	10884
210	498	49805151	49899732	289	0	262	-1.57071	-4.17727	0	0.906574394463668	6	11028
211	133	13302592	13399985	207	0	121	-0.910555	-3.46156	0	0.584541062801932	5	11248
211	296	29600234	29699109	255	0	155	-1.3412	-3.47113	0	0.607843137254902	7	11411
211	344	34402387	34499787	350	0	344	-1.70522	-4.28405	0	0.982857142857143	9	11459
211	345	34500079	34599972	390	0	361	-1.68033	-3.72655	0	0.925641025641026	9	11460
212	3	304522	396460	242	0	143	-0.113979	-4.23939	0	0.590909090909091	5	11770
212	4	402607	499638	352	0	252	-0.968499	-3.23572	0	0.715909090909091	8	11771
212	283	28300154	28399883	248	0	166	-1.147	-4.96441	0	0.669354838709677	5	12050
212	542	54200016	54293993	426	0	304	0.0188905	-3.49341	0	0.713615023474178	9	12306
212	556	55600095	55699902	526	0	340	1.18113	-5.30483	0	0.64638783269962	10	12320
212	557	55700022	55799964	833	0	775	-1.11489	-5.76495	0	0.930372148859544	10	12321
214	15	1500294	1599784	463	0	276	0.59377	-5.03126	0	0.596112311015119	9	12403
214	277	27700079	27796353	461	0	334	-0.607493	-5.44772	0	0.724511930585683	9	12665
214	278	27801753	27898778	239	0	228	-1.18387	-4.85619	0	0.95397489539749	4	12666
214	356	35603237	35699998	282	0	250	-1.371	-3.65318	0	0.886524822695035	6	12739
215	153	15309194	15394298	255	0	231	-0.0348108	-5.41016	0	0.905882352941176	6	13144
215	154	15400225	15490649	162	0	162	-2.38743	-4.81004	0	1	2	13145
215	155	15502987	15543467	145	0	145	-2.29253	-6.04986	0	1	2	13146
215	156	15636718	15687885	276	0	276	-2.17971	-5.78171	0	1	6	13147
215	157	15711091	15799716	326	0	324	-1.72245	-6.21742	0	0.993865030674847	8	13148
215	198	19808428	19899740	176	0	157	-0.900843	-3.48061	0	0.892045454545455	3	13189
215	456	45600198	45699969	415	0	266	-0.495514	-3.85679	0	0.640963855421687	9	13447
215	457	45700412	45798868	213	0	212	-1.85653	-4.65305	0	0.995305164319249	4	13448
216	90	9003321	9099769	225	0	166	-1.41068	-3.40834	0	0.737777777777778	5	13699
216	96	9600253	9699181	455	0	281	-0.596602	-3.57819	0	0.617582417582418	9	13705
216	99	9901171	9999925	213	0	159	-0.112031	-4.7439	0	0.746478873239437	4	13708
216	100	10000191	10099467	346	0	346	-2.31828	-5.19104	0	1	8	13709
217	202	20213659	20298728	324	0	298	-1.07919	-5.05873	0	0.919753086419753	6	14184
217	203	20307760	20399850	350	0	320	-0.573604	-4.06819	0	0.914285714285714	7	14185
217	266	26600329	26699996	293	0	187	-0.118242	-3.27987	0	0.638225255972696	6	14248
217	268	26800002	26899968	373	0	226	-0.3499	-2.9064	0	0.605898123324397	7	14250
218	2	206874	290442	266	0	223	-0.839796	-4.22034	0	0.838345864661654	4	14503
